Short_name_row;Short_name_col;p_corrected;cor;abs_cor;cor_d
Mexican;Age >5;0;0.542329791490976;0.542329791490976;p
Take public transportation to work;Age >5;0;0.565127355776715;0.565127355776715;p
All bedrooms;Age >5;0;0.979415620777346;0.979415620777346;p
Non family(NF);Age >5;0;0.8535222756135;0.8535222756135;p
Citizen, age >18;Age >5;0;0.987776962290864;0.987776962290864;p
Total employed;Age >5;0;0.984618704714682;0.984618704714682;p
Age >65;Age >5;0;0.936169385195902;0.936169385195902;p
Occupied tenure;Age >5;0;0.983274909580139;0.983274909580139;p
Heat fuel - occupied;Age >5;0;0.983274909580139;0.983274909580139;p
Not labor force;Age >5;0;0.958423867296148;0.958423867296148;p
All Housing;Age >5;0;0.979415620777346;0.979415620777346;p
Employed people;Age >5;0;0.982699786536164;0.982699786536164;p
Ancestry All;Age >5, English only;0;-0.665345098734445;0.665345098734445;n
Age >5;Age >5, English only;0;-0.663444694859572;0.663444694859572;n
Civilian age <19;Age >5, English only;0;-0.671418233711594;0.671418233711594;n
Total labor force age 19-64;Age >5, English only;0;-0.66144862020778;0.66144862020778;n
Age 18 - 64;Age >5, English only;0;-0.660951433282817;0.660951433282817;n
Age >5, lang = Asian/Pacific Islander;Age >5, English only;0;-0.591186566022239;0.591186566022239;n
Age >5, lang = j Asian/Pacific Islander;Age >5, English only;0;-0.535418204433549;0.535418204433549;n
<9th grade education;Age >5, English only;0;-0.517266927944696;0.517266927944696;n
Civilian age 19-64;Age >5, English only;0;-0.661147131943547;0.661147131943547;n
Other Hispanic/Latino;Age >5, English only;0;-0.535095940298621;0.535095940298621;n
F age>16;Age >5, English only;0;-0.647464445654894;0.647464445654894;n
Mexican;Age >5, English only;0;-0.787294056440042;0.787294056440042;n
Unemployed;Age >5, English only;0;-0.51354501520526;0.51354501520526;n
Not Latino, j Asian;Age >5, English only;0;-0.604842832958125;0.604842832958125;n
Heat fuel - occupied;Age >5, English only;0;-0.61680815439249;0.61680815439249;n
Non-Hispanic White;Age >5, English only;0;0.649204844758924;0.649204844758924;p
All Housing;Age >5, English only;0;-0.603405088935483;0.603405088935483;n
C age 6-17;Age >5, English only;0;-0.66640521537681;0.66640521537681;n
Grandparent w/ grandchild <18;Age >5, English only;0;-0.64832201158991;0.64832201158991;n
Age <18;Age >5, English only;0;-0.67157826272429;0.67157826272429;n
Not Hispanic/Latino;Age >5, English only;0;0.818564922080683;0.818564922080683;p
Employed people;Age >5, English only;0;-0.662398580554381;0.662398580554381;n
Civilian labor force;Age >5, English only;0;-0.662506552517225;0.662506552517225;n
All (hispanic/latino test);Age >5, English only;0;-0.665345098734445;0.665345098734445;n
All Households;Age >5, English only;0;-0.61680815439249;0.61680815439249;n
Civilian population;Age >5, English only;0;-0.666095505002875;0.666095505002875;n
Female, age15-50, w child<1y;Age >5, English only;0;-0.651976193077203;0.651976193077203;n
Hispanic/Latino;Age >5, English only;0;-0.818564922080781;0.818564922080781;n
Civilian, all;Age >5, English only;0;-0.666095505002875;0.666095505002875;n
Age >16;Age >5, English only;0;-0.65736411356667;0.65736411356667;n
Children, age <6;Age >5, English only;0;-0.682180828249665;0.682180828249665;n
Value of homes;Age >5, English only;0;-0.598672045455627;0.598672045455627;n
All income;Age >5, English only;0;-0.61680815439249;0.61680815439249;n
Age >65;Age >5, English only;0;-0.587307677083183;0.587307677083183;n
All computers/internet;Age >5, English only;0;-0.61680815439249;0.61680815439249;n
Citizen, age >18;Age >5, English only;0;-0.602279634036144;0.602279634036144;n
Gross rent;Age >5, English only;0;-0.532573765490819;0.532573765490819;n
Occupied tenure;Age >5, English only;0;-0.61680815439249;0.61680815439249;n
Workers, age >16;Age >5, English only;0;-0.662773245545844;0.662773245545844;n
Age >=25;Age >5, English only;0;-0.65691538415476;0.65691538415476;n
Not labor force;Age >5, English only;0;-0.620322885229816;0.620322885229816;n
Total employed;Age >5, English only;0;-0.66345358863866;0.66345358863866;n
All bedrooms;Age >5, English only;0;-0.603405088935483;0.603405088935483;n
Families;Age >5, English only;0;-0.657370840036286;0.657370840036286;n
Rent/income;Age >5, English only;0;-0.537516816874472;0.537516816874472;n
Age >16;Non-English speaker;0;0.65736411356667;0.65736411356667;p
<9th grade education;Non-English speaker;0;0.517266927944712;0.517266927944712;p
Families;Non-English speaker;0;0.657370840036284;0.657370840036284;p
Citizen, age >18;Non-English speaker;0;0.602279634036141;0.602279634036141;p
Heat fuel - occupied;Non-English speaker;0;0.616808154392483;0.616808154392483;p
Children, age <6;Non-English speaker;0;0.682180828249663;0.682180828249663;p
All (hispanic/latino test);Non-English speaker;0;0.665345098734443;0.665345098734443;p
Non-Hispanic White;Non-English speaker;0;-0.649204844758872;0.649204844758872;n
Age >5;Non-English speaker;0;0.663444694859574;0.663444694859574;p
Not Hispanic/Latino;Non-English speaker;0;-0.818564922080711;0.818564922080711;n
Female, age15-50, w child<1y;Non-English speaker;0;0.651976193077202;0.651976193077202;p
Other Hispanic/Latino;Non-English speaker;0;0.535095940298613;0.535095940298613;p
Mexican;Non-English speaker;0;0.787294056440042;0.787294056440042;p
Civilian, all;Non-English speaker;0;0.666095505002871;0.666095505002871;p
Age >=25;Non-English speaker;0;0.656915384154759;0.656915384154759;p
F age>16;Non-English speaker;0;0.647464445654894;0.647464445654894;p
Total employed;Non-English speaker;0;0.663453588638655;0.663453588638655;p
Occupied tenure;Non-English speaker;0;0.616808154392483;0.616808154392483;p
Hispanic/Latino;Non-English speaker;0;0.81856492208078;0.81856492208078;p
Civilian age 19-64;Non-English speaker;0;0.661147131943547;0.661147131943547;p
All bedrooms;Non-English speaker;0;0.603405088935491;0.603405088935491;p
Gross rent;Non-English speaker;0;0.532573765490818;0.532573765490818;p
Not Latino, j Asian;Non-English speaker;0;0.604842832958125;0.604842832958125;p
All computers/internet;Non-English speaker;0;0.616808154392483;0.616808154392483;p
Civilian age <19;Non-English speaker;0;0.671418233711588;0.671418233711588;p
Age >5, lang = j Asian/Pacific Islander;Non-English speaker;0;0.535418204433548;0.535418204433548;p
Ancestry All;Non-English speaker;0;0.665345098734443;0.665345098734443;p
Workers, age >16;Non-English speaker;0;0.662773245545839;0.662773245545839;p
Rent/income;Non-English speaker;0;0.537516816874474;0.537516816874474;p
All Households;Non-English speaker;0;0.616808154392483;0.616808154392483;p
All income;Non-English speaker;0;0.616808154392483;0.616808154392483;p
Age >65;Non-English speaker;0;0.587307677083183;0.587307677083183;p
All Housing;Non-English speaker;0;0.603405088935491;0.603405088935491;p
Age >5, lang = Asian/Pacific Islander;Non-English speaker;0;0.591186566022239;0.591186566022239;p
Grandparent w/ grandchild <18;Non-English speaker;0;0.648322011589906;0.648322011589906;p
Age 18 - 64;Non-English speaker;0;0.660951433282813;0.660951433282813;p
Civilian labor force;Non-English speaker;0;0.662506552517221;0.662506552517221;p
Unemployed;Non-English speaker;0;0.51354501520526;0.51354501520526;p
Employed people;Non-English speaker;0;0.66239858055438;0.66239858055438;p
Not labor force;Non-English speaker;0;0.620322885229816;0.620322885229816;p
C age 6-17;Non-English speaker;0;0.666405215376804;0.666405215376804;p
Value of homes;Non-English speaker;0;0.598672045455618;0.598672045455618;p
Civilian population;Non-English speaker;0;0.666095505002871;0.666095505002871;p
Age <18;Non-English speaker;0;0.671578262724286;0.671578262724286;p
Total labor force age 19-64;Non-English speaker;0;0.661448620207782;0.661448620207782;p
All computers/internet;Limited English speaking;0;0.565561778340872;0.565561778340872;p
Mexican;Limited English speaking;0;0.790522618425183;0.790522618425183;p
<9th grade education;Limited English speaking;0;0.571277442432424;0.571277442432424;p
All income;Limited English speaking;0;0.565561778340872;0.565561778340872;p
Non-Hispanic White;Limited English speaking;0;-0.619135856292464;0.619135856292464;n
Female, age15-50, w child<1y;Limited English speaking;0;0.620958707727588;0.620958707727588;p
Civilian age 19-64;Limited English speaking;0;0.614459683523365;0.614459683523365;p
Age >16;Limited English speaking;0;0.609247791754515;0.609247791754515;p
C age 6-17;Limited English speaking;0;0.623098364685573;0.623098364685573;p
Employed people;Limited English speaking;0;0.612434559279762;0.612434559279762;p
Hispanic/Latino;Limited English speaking;0;0.824265306389102;0.824265306389102;p
Not labor force;Limited English speaking;0;0.583201774380141;0.583201774380141;p
All Households;Limited English speaking;0;0.565561778340872;0.565561778340872;p
All Housing;Limited English speaking;0;0.554322763032866;0.554322763032866;p
Age <18;Limited English speaking;0;0.631576692784859;0.631576692784859;p
Families;Limited English speaking;0;0.605348309992407;0.605348309992407;p
Total labor force age 19-64;Limited English speaking;0;0.612993042686877;0.612993042686877;p
Age >5;Limited English speaking;0;0.616061051868479;0.616061051868479;p
Civilian age <19;Limited English speaking;0;0.630638900419162;0.630638900419162;p
Other Hispanic/Latino;Limited English speaking;0;0.553423477680331;0.553423477680331;p
Children, age <6;Limited English speaking;0;0.645970754149973;0.645970754149973;p
Civilian population;Limited English speaking;0;0.619441504416108;0.619441504416108;p
F age>16;Limited English speaking;0;0.598828661356777;0.598828661356777;p
Age 18 - 64;Limited English speaking;0;0.614122700814304;0.614122700814304;p
Age >65;Limited English speaking;0;0.536010474867888;0.536010474867888;p
Civilian labor force;Limited English speaking;0;0.612591158849563;0.612591158849563;p
Gross rent;Limited English speaking;0;0.508836106269267;0.508836106269267;p
Workers, age >16;Limited English speaking;0;0.610714588054954;0.610714588054954;p
Value of homes;Limited English speaking;0;0.532632188158658;0.532632188158658;p
Age >5, English only;Limited English speaking;0;-0.955653885447946;0.955653885447946;n
Citizen, age >18;Limited English speaking;0;0.548034118594019;0.548034118594019;p
Age >=25;Limited English speaking;0;0.608746265973462;0.608746265973462;p
Not Hispanic/Latino;Limited English speaking;0;-0.824265306389018;0.824265306389018;n
All (hispanic/latino test);Limited English speaking;0;0.618710009175485;0.618710009175485;p
All bedrooms;Limited English speaking;0;0.554322763032866;0.554322763032866;p
Civilian, all;Limited English speaking;0;0.619441504416108;0.619441504416108;p
Total employed;Limited English speaking;0;0.611968007474714;0.611968007474714;p
Rent/income;Limited English speaking;0;0.513725128635964;0.513725128635964;p
Non-English speaker;Limited English speaking;0;0.955653885447953;0.955653885447953;p
Ancestry All;Limited English speaking;0;0.618710009175485;0.618710009175485;p
Grandparent w/ grandchild <18;Limited English speaking;0;0.633050922292161;0.633050922292161;p
Heat fuel - occupied;Limited English speaking;0;0.565561778340872;0.565561778340872;p
Occupied tenure;Limited English speaking;0;0.565561778340872;0.565561778340872;p
Hispanic/Latino;Speak Spanish;0;0.955379507061424;0.955379507061424;p
Civilian age <19;Speak Spanish;0;0.645430445141972;0.645430445141972;p
Families;Speak Spanish;0;0.567251061373071;0.567251061373071;p
Limited English speaking;Speak Spanish;0;0.857538863278959;0.857538863278959;p
Age >5, English only;Speak Spanish;0;-0.845664555791321;0.845664555791321;n
Not labor force;Speak Spanish;0;0.56964492298974;0.56964492298974;p
Employed people;Speak Spanish;0;0.57194243253308;0.57194243253308;p
Children, age <6;Speak Spanish;0;0.645448902012134;0.645448902012134;p
All (hispanic/latino test);Speak Spanish;0;0.59270613034438;0.59270613034438;p
All computers/internet;Speak Spanish;0;0.513477131559056;0.513477131559056;p
Civilian age 19-64;Speak Spanish;0;0.584014187159897;0.584014187159897;p
Age 18 - 64;Speak Spanish;0;0.584170460841287;0.584170460841287;p
All Households;Speak Spanish;0;0.513477131559056;0.513477131559056;p
Grands care for grandkids <18;Speak Spanish;0;0.561917258050282;0.561917258050282;p
<9th grade education;Speak Spanish;0;0.620842627487968;0.620842627487968;p
All Housing;Speak Spanish;0;0.508392518458395;0.508392518458395;p
Occupied tenure;Speak Spanish;0;0.513477131559056;0.513477131559056;p
Total employed;Speak Spanish;0;0.568111305181831;0.568111305181831;p
Unemployed;Speak Spanish;0;0.534913134344136;0.534913134344136;p
F age>16;Speak Spanish;0;0.559452812061273;0.559452812061273;p
Age >=25;Speak Spanish;0;0.563383613613768;0.563383613613768;p
Age >5;Speak Spanish;0;0.588229224748852;0.588229224748852;p
Age <18;Speak Spanish;0;0.647659189552521;0.647659189552521;p
Mexican;Speak Spanish;0;0.952422794388297;0.952422794388297;p
Grandparent w/ grandchild <18;Speak Spanish;0;0.689237427788304;0.689237427788304;p
Ancestry All;Speak Spanish;0;0.59270613034438;0.59270613034438;p
C age 6-17;Speak Spanish;0;0.641951978547065;0.641951978547065;p
Citizen, age >18;Speak Spanish;0;0.502914608854269;0.502914608854269;p
Total labor force age 19-64;Speak Spanish;0;0.578610897567958;0.578610897567958;p
Female, age15-50, w child<1y;Speak Spanish;0;0.612242048764618;0.612242048764618;p
Other Hispanic/Latino;Speak Spanish;0;0.515705754887568;0.515705754887568;p
Not Hispanic/Latino;Speak Spanish;0;-0.955379507061331;0.955379507061331;n
Non-English speaker;Speak Spanish;0;0.845664555791325;0.845664555791325;p
All income;Speak Spanish;0;0.513477131559056;0.513477131559056;p
Civilian population;Speak Spanish;0;0.593193753269866;0.593193753269866;p
Heat fuel - occupied;Speak Spanish;0;0.513477131559056;0.513477131559056;p
Civilian labor force;Speak Spanish;0;0.575370391477094;0.575370391477094;p
Workers, age >16;Speak Spanish;0;0.567137663040436;0.567137663040436;p
Civilian, all;Speak Spanish;0;0.593193753269866;0.593193753269866;p
All bedrooms;Speak Spanish;0;0.508392518458395;0.508392518458395;p
Non-Hispanic White;Speak Spanish;0;-0.650224137693849;0.650224137693849;n
Age >16;Speak Spanish;0;0.572334835119479;0.572334835119479;p
Total labor force age 19-64;Only speak Spanish;0;0.519643399778167;0.519643399778167;p
Civilian labor force;Only speak Spanish;0;0.515918640801181;0.515918640801181;p
All (hispanic/latino test);Only speak Spanish;0;0.532243469419532;0.532243469419532;p
Age >5;Only speak Spanish;0;0.52765885783307;0.52765885783307;p
Civilian age <19;Only speak Spanish;0;0.585655336613431;0.585655336613431;p
Ancestry All;Only speak Spanish;0;0.532243469419532;0.532243469419532;p
<9th grade education;Only speak Spanish;0;0.641618239919318;0.641618239919318;p
Workers, age >16;Only speak Spanish;0;0.507702984805731;0.507702984805731;p
Limited English speaking;Only speak Spanish;0;0.859135631308971;0.859135631308971;p
Age <18;Only speak Spanish;0;0.588054524909498;0.588054524909498;p
Civilian age 19-64;Only speak Spanish;0;0.525092184816072;0.525092184816072;p
Civilian population;Only speak Spanish;0;0.532956812601389;0.532956812601389;p
Non-English speaker;Only speak Spanish;0;0.787802745750176;0.787802745750176;p
Grands care for grandkids <18;Only speak Spanish;0;0.519865030805123;0.519865030805123;p
Speak Spanish;Only speak Spanish;0;0.961558070065277;0.961558070065277;p
Civilian, all;Only speak Spanish;0;0.532956812601389;0.532956812601389;p
Total employed;Only speak Spanish;0;0.508954768835345;0.508954768835345;p
Employed people;Only speak Spanish;0;0.513187827514684;0.513187827514684;p
Children, age <6;Only speak Spanish;0;0.587486470794546;0.587486470794546;p
Mexican;Only speak Spanish;0;0.903350978702532;0.903350978702532;p
Non-Hispanic White;Only speak Spanish;0;-0.60547280126534;0.60547280126534;n
C age 6-17;Only speak Spanish;0;0.581544850291014;0.581544850291014;p
Grandparent w/ grandchild <18;Only speak Spanish;0;0.6338599707703;0.6338599707703;p
Other Hispanic/Latino;Only speak Spanish;0;0.531087530520515;0.531087530520515;p
Age >16;Only speak Spanish;0;0.512117874198064;0.512117874198064;p
Female, age15-50, w child<1y;Only speak Spanish;0;0.560184034080242;0.560184034080242;p
Age 18 - 64;Only speak Spanish;0;0.525197917157812;0.525197917157812;p
Families;Only speak Spanish;0;0.505363004038909;0.505363004038909;p
Not Hispanic/Latino;Only speak Spanish;0;-0.910839316058261;0.910839316058261;n
Not labor force;Only speak Spanish;0;0.514432478883218;0.514432478883218;p
Hispanic/Latino;Only speak Spanish;0;0.910839316058351;0.910839316058351;p
Age >=25;Only speak Spanish;0;0.503627404513142;0.503627404513142;p
Age >5, English only;Only speak Spanish;0;-0.787802745750177;0.787802745750177;n
Not Latino, j Asian;Age >5, lang = indo-European;0;0.661959850312787;0.661959850312787;p
Age >5, lang = j Asian/Pacific Islander;Age >5, lang = indo-European;0;0.507324734771998;0.507324734771998;p
Age >5, English only;Age >5, lang = indo-European;0;-0.705697278443488;0.705697278443488;n
Age >5, lang = Asian/Pacific Islander;Age >5, lang = indo-European;0;0.59334237328801;0.59334237328801;p
Home $ 300-500k;Age >5, lang = indo-European;0;0.531256068374412;0.531256068374412;p
Limited English speaking;Age >5, lang = indo-European;0;0.625216639137671;0.625216639137671;p
Non-English speaker;Age >5, lang = indo-European;0;0.705697278443489;0.705697278443489;p
Polish ancestry;Age >5, lang = indo-European;0;0.543528380948735;0.543528380948735;p
Ukrainian ancestry;Age >5, lang = indo-European;0;0.516741608869886;0.516741608869886;p
Age >5, English only;Age >5, lang = j Indo-European;0;-0.655906652952094;0.655906652952094;n
Age >5, lang = indo-European;Age >5, lang = j Indo-European;0;0.907294684964117;0.907294684964117;p
Limited English speaking;Age >5, lang = j Indo-European;0;0.657357112236493;0.657357112236493;p
Non-English speaker;Age >5, lang = j Indo-European;0;0.655906652952085;0.655906652952085;p
Grad/professional degree;Age >5, lang = Asian/Pacific Islander;0;0.569741949693202;0.569741949693202;p
Not Latino, j Asian;Age >5, lang = Asian/Pacific Islander;0;0.938391631374649;0.938391631374649;p
Home $ 300-500k;Age >5, lang = Asian/Pacific Islander;0;0.543507106093889;0.543507106093889;p
Bachelors degree+;Age >5, lang = Asian/Pacific Islander;0;0.588032362987029;0.588032362987029;p
Bachelors degree;Age >5, lang = Asian/Pacific Islander;0;0.519267371515564;0.519267371515564;p
Age >5, lang = Asian/Pacific Islander;Age >5, lang = j Asian/Pacific Islander;0;0.91297694106357;0.91297694106357;p
Not Latino, j Asian;Age >5, lang = j Asian/Pacific Islander;0;0.821871839060984;0.821871839060984;p
Age >5, lang = j Indo-European;Age >5, lang = other;0;0.526171102331066;0.526171102331066;p
Age >5, lang = indo-European;Age >5, lang = other;0;0.524864603379157;0.524864603379157;p
Arab ancestry;Age >5, lang = other;0;0.871953018579054;0.871953018579054;p
Arab ancestry;Age >5, lang = j other;0;0.764533233381286;0.764533233381286;p
Age >5, lang = other;Age >5, lang = j other;0;0.898425970923595;0.898425970923595;p
Age >5, lang = j Indo-European;Age >5, lang = j other;0;0.543466386591009;0.543466386591009;p
Age >5, lang = indo-European;Age >5, lang = j other;0;0.507260414132352;0.507260414132352;p
Ancestry All;All computers/internet;0;0.98210723588378;0.98210723588378;p
All bedrooms;All computers/internet;0;0.997825617508252;0.997825617508252;p
Workers, age >16;All computers/internet;0;0.982250079958696;0.982250079958696;p
Citizen, age >18;All computers/internet;0;0.991583501032858;0.991583501032858;p
Take public transportation to work;All computers/internet;0;0.607217165791899;0.607217165791899;p
With internet;With computer;0;0.809578134532509;0.809578134532509;p
Citizen, age >18;Age >16;0;0.991848730616572;0.991848730616572;p
Civilian, all;Age >16;0;0.997248848946581;0.997248848946581;p
Age <18;Age >16;0;0.955843460478868;0.955843460478868;p
Ancestry All;Age >16;0;0.998136237510133;0.998136237510133;p
All computers/internet;Age >16;0;0.989222622272614;0.989222622272614;p
C age 6-17;Age >16;0;0.940943546774608;0.940943546774608;p
Take public transportation to work;Age >16;0;0.577747605988871;0.577747605988871;p
Age >65;Age >16;0;0.93726912275052;0.93726912275052;p
Age 18 - 64;Age >16;0;0.996159614188116;0.996159614188116;p
Civilian labor force;Age >16;0;0.992755798785991;0.992755798785991;p
Workers, age >16;Age >16;0;0.987396390669599;0.987396390669599;p
Children, age <6;Age >16;0;0.966092881536055;0.966092881536055;p
All bedrooms;Age >16;0;0.985655102760402;0.985655102760402;p
Age >=25;Age >16;0;0.996295285699237;0.996295285699237;p
F age>16;Age >16;0;0.998312752188953;0.998312752188953;p
Civilian, disability;Age >16, working;0;-0.613255815290479;0.613255815290479;n
Age 18-64, disability;Age >16, working;0;-0.50813035246098;0.50813035246098;n
With computer;Age >16, working;0;0.528242502979868;0.528242502979868;p
F age>16, employed;Age >16, working;0;0.822435567864981;0.822435567864981;p
F age >16, civilian labor force;Age >16, working;0;0.811425475412794;0.811425475412794;p
F, age >16, employed, civilian;Age >16, working;0;0.796831090033848;0.796831090033848;p
Civilian, disability;Age >16, civilian labor force;0;-0.604480366347662;0.604480366347662;n
F age>16, employed;Age >16, civilian labor force;0;0.806363505363006;0.806363505363006;p
Age 18-64, disability;Age >16, civilian labor force;0;-0.503155574851991;0.503155574851991;n
F, age >16, employed, civilian;Age >16, civilian labor force;0;0.806128869793343;0.806128869793343;p
Age >16, working;Age >16, civilian labor force;0;0.97436514923865;0.97436514923865;p
F age >16, civilian labor force;Age >16, civilian labor force;0;0.821418588993907;0.821418588993907;p
With computer;Age >16, civilian labor force;0;0.51488390976287;0.51488390976287;p
Age >16, working;Age >16, employed, civilian;0;0.938669130391599;0.938669130391599;p
F, age >16, employed, civilian;Age >16, employed, civilian;0;0.817923810514723;0.817923810514723;p
Age 18-64, disability;Age >16, employed, civilian;0;-0.524025027679057;0.524025027679057;n
With computer;Age >16, employed, civilian;0;0.528965385931662;0.528965385931662;p
Civilian, disability;Age >16, employed, civilian;0;-0.607387145398455;0.607387145398455;n
Age >16, civilian labor force;Age >16, employed, civilian;0;0.961789956123151;0.961789956123151;p
F age>16, employed;Age >16, employed, civilian;0;0.765765023531617;0.765765023531617;p
F age >16, civilian labor force;Age >16, employed, civilian;0;0.779434219123398;0.779434219123398;p
Unemployment rate;Age >16, civilian, unemployed;0;0.945443935864623;0.945443935864623;p
Age 18-64, disability;Age >16, not in labor;0;0.508130352460898;0.508130352460898;p
Age >16, civilian labor force;Age >16, not in labor;0;-0.974365149238854;0.974365149238854;n
Age >16, employed, civilian;Age >16, not in labor;0;-0.938669130391608;0.938669130391608;n
With computer;Age >16, not in labor;0;-0.528242502979803;0.528242502979803;n
F, age >16, employed, civilian;Age >16, not in labor;0;-0.796831090033937;0.796831090033937;n
Civilian, disability;Age >16, not in labor;0;0.613255815290382;0.613255815290382;p
F age >16, civilian labor force;Age >16, not in labor;0;-0.811425475412816;0.811425475412816;n
F age>16, employed;Age >16, not in labor;0;-0.822435567864995;0.822435567864995;n
All bedrooms;Civilian labor force;0;0.978929644751963;0.978929644751963;p
Take public transportation to work;Civilian labor force;0;0.579351106344474;0.579351106344474;p
Age 18 - 64;Civilian labor force;0;0.99611324030576;0.99611324030576;p
Age >65;Civilian labor force;0;0.9092624110438;0.9092624110438;p
All computers/internet;Civilian labor force;0;0.986162064519767;0.986162064519767;p
Age <18;Civilian labor force;0;0.943810746714923;0.943810746714923;p
Age >=25;Civilian labor force;0;0.991683428322053;0.991683428322053;p
Workers, age >16;Civilian labor force;0;0.997862086164047;0.997862086164047;p
Ancestry All;Civilian labor force;0;0.990002620667168;0.990002620667168;p
Civilian, all;Civilian labor force;0;0.990576675776469;0.990576675776469;p
Citizen, age >18;Civilian labor force;0;0.983098954366303;0.983098954366303;p
All computers/internet;F age>16;0;0.990073504599891;0.990073504599891;p
Citizen, age >18;F age>16;0;0.992801415875131;0.992801415875131;p
Workers, age >16;F age>16;0;0.982403763238276;0.982403763238276;p
Ancestry All;F age>16;0;0.996717018352523;0.996717018352523;p
Age 18 - 64;F age>16;0;0.993756440165259;0.993756440165259;p
Take public transportation to work;F age>16;0;0.58448598116781;0.58448598116781;p
Civilian, all;F age>16;0;0.996684700399892;0.996684700399892;p
Age >65;F age>16;0;0.944724424654615;0.944724424654615;p
All bedrooms;F age>16;0;0.987791738495202;0.987791738495202;p
Civilian labor force;F age>16;0;0.989449330755175;0.989449330755175;p
Age <18;F age>16;0;0.955796358635919;0.955796358635919;p
Age >=25;F age>16;0;0.995211147673993;0.995211147673993;p
F age>16, employed;F age >16, civilian labor force;0;0.99304704109868;0.99304704109868;p
F age>16, employed;F, age >16, employed, civilian;0;0.954832471173175;0.954832471173175;p
F age >16, civilian labor force;F, age >16, employed, civilian;0;0.961201587123341;0.961201587123341;p
C age 6-17;Children, age <6;0;0.967784827580228;0.967784827580228;p
Civilian, all;Children, age <6;0;0.978479124184277;0.978479124184277;p
Age <18;Children, age <6;0;0.985541017333374;0.985541017333374;p
Age 18 - 64;Children, age <6;0;0.966426039213602;0.966426039213602;p
Age >65;Children, age <6;0;0.88627979118039;0.88627979118039;p
F age>16;Children, age <6;0;0.964072756620696;0.964072756620696;p
Civilian labor force;Children, age <6;0;0.960929217606802;0.960929217606802;p
All bedrooms;Children, age <6;0;0.936478059568778;0.936478059568778;p
Age >=25;Children, age <6;0;0.963784294002121;0.963784294002121;p
Take public transportation to work;Children, age <6;0;0.526368903252931;0.526368903252931;p
Ancestry All;Children, age <6;0;0.977590540020432;0.977590540020432;p
Workers, age >16;Children, age <6;0;0.951792111860203;0.951792111860203;p
Citizen, age >18;Children, age <6;0;0.939959007441401;0.939959007441401;p
All computers/internet;Children, age <6;0;0.940087279081864;0.940087279081864;p
All computers/internet;C age 6-17;0;0.899828453297252;0.899828453297252;p
Age >=25;C age 6-17;0;0.93713174972073;0.93713174972073;p
F age>16;C age 6-17;0;0.941116305814161;0.941116305814161;p
Age <18;C age 6-17;0;0.995860451006269;0.995860451006269;p
Civilian, all;C age 6-17;0;0.960209676654121;0.960209676654121;p
Ancestry All;C age 6-17;0;0.95891793000191;0.95891793000191;p
Workers, age >16;C age 6-17;0;0.916933232357459;0.916933232357459;p
All bedrooms;C age 6-17;0;0.893436904276948;0.893436904276948;p
Age >65;C age 6-17;0;0.886298318397023;0.886298318397023;p
Citizen, age >18;C age 6-17;0;0.916092787229199;0.916092787229199;p
Age 18 - 64;C age 6-17;0;0.934172856734601;0.934172856734601;p
Civilian labor force;C age 6-17;0;0.927907671417732;0.927907671417732;p
Ancestry All;Workers, age >16;0;0.983366020533119;0.983366020533119;p
Citizen, age >18;Workers, age >16;0;0.978699056002123;0.978699056002123;p
All bedrooms;Workers, age >16;0;0.972683435123773;0.972683435123773;p
Drive alone;Take public transportation to work;0;-0.693457936081111;0.693457936081111;n
All bedrooms;Take public transportation to work;0;0.621738472480273;0.621738472480273;p
1 bedroom;Take public transportation to work;0;0.56312069077437;0.56312069077437;p
Workers, age >16;Take public transportation to work;0;0.569972835969612;0.569972835969612;p
Citizen, age >18;Take public transportation to work;0;0.583279311270955;0.583279311270955;p
Ancestry All;Take public transportation to work;0;0.564109000515326;0.564109000515326;p
Drive alone;Walk to work;0;-0.588272436475112;0.588272436475112;n
Limited English speaking;Employed pop age >16;0;0.611968007474714;0.611968007474714;p
Unemployed;Employed pop age >16;0;0.77436163660054;0.77436163660054;p
All (hispanic/latino test);Employed pop age >16;0;0.983991301233822;0.983991301233822;p
Age 18 - 64;Employed pop age >16;0;0.991783119815672;0.991783119815672;p
All income;Employed pop age >16;0;0.982976338989237;0.982976338989237;p
Grandparent w/ grandchild <18;Employed pop age >16;0;0.790609582180779;0.790609582180779;p
Non-Hispanic White;Employed pop age >16;0;-0.57810248396727;0.57810248396727;n
Families;Employed pop age >16;0;0.969703116084137;0.969703116084137;p
Non-English speaker;Employed pop age >16;0;0.663453588638655;0.663453588638655;p
Hispanic/Latino;Employed pop age >16;0;0.564684376460599;0.564684376460599;p
Non family(NF);Employed pop age >16;0;0.878526047222333;0.878526047222333;p
C age 6-17;Employed pop age >16;0;0.918369263872126;0.918369263872126;p
Civilian age <19;Employed pop age >16;0;0.936277990727614;0.936277990727614;p
Age >65;Employed pop age >16;0;0.903005754386508;0.903005754386508;p
Age >5, English only;Employed pop age >16;0;-0.66345358863866;0.66345358863866;n
All bedrooms;Employed pop age >16;0;0.97348157998455;0.97348157998455;p
Rent/income;Employed pop age >16;0;0.868090670451692;0.868090670451692;p
Gross rent;Employed pop age >16;0;0.862416863186528;0.862416863186528;p
All computers/internet;Employed pop age >16;0;0.982976338989237;0.982976338989237;p
F age>16;Employed pop age >16;0;0.983291923656474;0.983291923656474;p
